text1,text2,aspect1,aspect2,sentiment1,sentiment2,joins
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.",staff,service,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)",staff,staff,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.,staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.",staff,staff,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).",staff,staff,negative,negative,True
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,service,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,ambience,negative,negative,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,staff,staff,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.",staff,place,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.",The food was served promptly and was really hot.,staff,food,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,place,negative,positive,False
"It was very loud, I felt too crowded, the man chair's next to me made it impossible for the waiters to pass.","The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",staff,staff,negative,positive,False
